2.0009E-05, 1.1279E-03, 2.8485E-09, 1.5143E-08, 1.1281E-03
1.4861E-06, 2.5158E-04, 1.4833E-10, 5.2694E-10, 2.5159E-04
9.6829E-08, 3.4290E-05, 2.5317E-12, 1.1631E-11, 3.4290E-05
6.7579E-09, 3.7491E-06, 2.1384E-14, 1.1695E-13, 3.7491E-06
6.4600E-10, 3.6473E-07, 1.1129E-16, 6.7899E-16, 3.6473E-07
6.1056E-11, 3.6324E-08, 8.4311E-18, 2.6590E-18, 3.6324E-08
4.4029E-12, 4.2701E-09, 7.5388E-18, 2.5932E-20, 4.2701E-09
2.8061E-13, 5.7454E-10, 6.5985E-18, 1.5499E-20, 5.7454E-10
1.9885E-14, 8.0586E-11, 1.0105E-17, 1.6197E-20, 8.0586E-11
2.0878E-15, 1.1419E-11, 7.3731E-18, 1.6452E-20, 1.1419E-11
2.6474E-16, 1.6318E-12, 5.3341E-18, 1.6609E-20, 1.6318E-12
8.2797E-17, 2.4575E-13, 6.1530E-18, 1.5853E-20, 2.4575E-13
