9.5593E-03, 1.2067E-02, 3.3918E-07, 1.7606E-06, 1.5395E-02
5.7000E-04, 3.5522E-03, 4.4762E-08, 8.0655E-08, 3.5976E-03
1.3016E-04, 4.6757E-04, 8.4119E-10, 1.8124E-09, 4.8535E-04
2.9654E-05, 4.4121E-05, 5.6997E-12, 1.8711E-11, 5.3160E-05
1.3013E-05, 4.0478E-06, 3.7685E-14, 1.2685E-13, 1.3628E-05
3.0909E-06, 4.7708E-07, 1.0576E-15, 1.0580E-15, 3.1275E-06
9.4770E-07, 1.0873E-07, 9.9412E-17, 2.4126E-17, 9.5392E-07
2.4677E-07, 3.0719E-08, 7.8169E-17, 1.4189E-18, 2.4868E-07
7.2020E-08, 8.6812E-09, 6.5607E-17, 1.9264E-19, 7.2541E-08
1.9105E-08, 2.4612E-09, 7.1213E-17, 1.6116E-19, 1.9263E-08
5.6971E-09, 6.9426E-10, 1.0914E-16, 1.6218E-19, 5.7393E-09
