4.3237E-05, 1.5058E-03, 5.3328E-09, 1.7011E-08, 1.5064E-03
9.3715E-06, 4.5933E-04, 5.1967E-10, 2.1182E-09, 4.5943E-04
1.7878E-06, 8.0303E-05, 1.9000E-11, 9.2922E-11, 8.0323E-05
2.4407E-07, 9.9990E-06, 3.2334E-13, 1.7980E-12, 1.0002E-05
2.6391E-08, 9.9682E-07, 3.1979E-15, 1.9791E-14, 9.9717E-07
2.2730E-09, 8.3028E-08, 2.1890E-17, 1.4208E-16, 8.3059E-08
1.6308E-10, 5.9783E-09, 9.5989E-18, 7.1873E-19, 5.9806E-09
9.9432E-12, 3.8139E-10, 7.2633E-18, 2.2974E-20, 3.8152E-10
5.2317E-13, 2.1851E-11, 5.7724E-18, 2.3284E-20, 2.1857E-11
2.4988E-14, 1.1420E-12, 6.8259E-18, 2.3002E-20, 1.1423E-12
3.1537E-15, 9.6828E-14, 7.2021E-18, 2.2902E-20, 9.6880E-14

4.1421E-05, 1.5058E-03, 5.2679E-09, 1.7010E-08, 1.5063E-03
8.6812E-06, 4.5933E-04, 5.1967E-10, 2.1179E-09, 4.5941E-04
1.5845E-06, 8.0302E-05, 1.9001E-11, 9.2901E-11, 8.0317E-05
2.0828E-07, 9.9988E-06, 3.2337E-13, 1.7975E-12, 1.0001E-05
2.1820E-08, 9.9676E-07, 3.1985E-15, 1.9783E-14, 9.9700E-07
1.8183E-09, 8.3014E-08, 2.2413E-17, 1.4200E-16, 8.3034E-08
1.2612E-10, 5.9749E-09, 8.6656E-18, 7.1718E-19, 5.9762E-09
7.4136E-12, 3.8069E-10, 7.3583E-18, 2.3060E-20, 3.8076E-10
3.6950E-13, 2.1723E-11, 9.9286E-18, 2.3053E-20, 2.1726E-11
1.6788E-14, 1.1245E-12, 6.9412E-18, 2.2651E-20, 1.1247E-12
2.6449E-16, 9.7107E-14, 6.3221E-18, 2.3229E-20, 9.7107E-14
