4.3356E-02, 2.1029E-02, 2.8669E-03, 1.6972E-05, 4.8272E-02
1.2308E-03, 2.2049E-03, 4.9303E-07, 3.7754E-07, 2.5251E-03
1.7147E-04, 2.4809E-04, 2.9068E-09, 7.8284E-09, 3.0158E-04
8.3083E-05, 1.5291E-04, 4.0883E-10, 1.0363E-10, 1.7402E-04
6.2500E-06, 2.5005E-05, 3.1561E-11, 1.6152E-11, 2.5774E-05
2.8696E-06, 2.4047E-05, 8.1470E-12, 7.6973E-13, 2.4217E-05
6.2402E-07, 9.1494E-06, 1.4604E-12, 2.2690E-13, 9.1707E-06
1.7281E-07, 5.5119E-06, 5.1263E-13, 4.8592E-14, 5.5146E-06
7.0670E-08, 2.8040E-06, 1.2373E-13, 1.3119E-14, 2.8049E-06
3.1810E-08, 1.4770E-06, 3.6568E-14, 3.7614E-15, 1.4774E-06
