2.0952E-04, 5.2024E-04, 2.6844E-08, 2.5138E-08, 5.6085E-04
2.5281E-06, 2.9642E-05, 1.1680E-10, 1.6666E-10, 2.9749E-05
2.3976E-07, 1.2797E-06, 1.3667E-13, 2.8526E-13, 1.3020E-06
1.4734E-08, 4.1172E-08, 1.1710E-16, 2.7253E-16, 4.3728E-08
9.6129E-10, 1.0832E-09, 1.8534E-17, 1.4792E-19, 1.4482E-09
5.0380E-11, 2.5228E-11, 1.9402E-17, 1.4986E-20, 5.6343E-11
2.7443E-12, 5.2732E-13, 2.1834E-17, 1.4394E-20, 2.7945E-12
1.4063E-13, 8.7297E-14, 1.6575E-17, 1.4042E-20, 1.6552E-13
9.7002E-15, 6.9746E-14, 1.7854E-17, 1.4937E-20, 7.0417E-14
3.7095E-16, 6.3517E-14, 1.9623E-17, 1.5205E-20, 6.3518E-14
1.0377E-15, 6.4856E-14, 2.1759E-17, 1.5357E-20, 6.4864E-14

1.9373E-04, 5.2023E-04, 2.6756E-08, 2.5144E-08, 5.5513E-04
1.9651E-06, 2.9593E-05, 1.1659E-10, 1.6653E-10, 2.9658E-05
1.3457E-07, 1.2790E-06, 1.3633E-13, 2.8502E-13, 1.2861E-06
7.5879E-09, 4.1060E-08, 1.1501E-16, 2.7244E-16, 4.1755E-08
4.2949E-10, 1.0848E-09, 1.3499E-17, 1.4865E-19, 1.1668E-09
1.8355E-11, 2.4781E-11, 2.5381E-17, 1.4641E-20, 3.0838E-11
8.6049E-13, 4.9415E-13, 2.1238E-17, 1.4420E-20, 9.9228E-13
4.5494E-14, 8.2501E-14, 1.6828E-17, 1.4258E-20, 9.4214E-14
9.0367E-15, 6.5084E-14, 1.6852E-17, 1.4431E-20, 6.5708E-14
1.4745E-14, 6.3739E-14, 1.8487E-17, 1.3876E-20, 6.5423E-14
1.1206E-15, 6.2628E-14, 1.4159E-17, 1.4645E-20, 6.2638E-14
