3.5765E-04, 4.5337E-03, 5.0828E-08, 1.7372E-07, 4.5478E-03
6.8699E-05, 1.6457E-03, 9.4054E-09, 3.5021E-08, 1.6472E-03
8.7633E-06, 3.0745E-04, 3.4251E-10, 1.4697E-09, 3.0758E-04
4.7969E-07, 3.9135E-05, 4.8015E-12, 2.3187E-11, 3.9138E-05
4.1592E-08, 4.0867E-06, 4.6813E-14, 2.4348E-13, 4.0869E-06
6.1017E-09, 3.5656E-07, 3.0676E-16, 1.7365E-15, 3.5661E-07
8.5383E-10, 2.7320E-08, 1.6548E-17, 8.9416E-18, 2.7333E-08
1.9688E-10, 1.9432E-09, 2.0413E-17, 9.4533E-20, 1.9532E-09
1.3211E-11, 1.6885E-10, 2.0354E-17, 8.6611E-20, 1.6937E-10
6.2385E-12, 1.7278E-11, 2.3632E-17, 8.0967E-20, 1.8370E-11
