1.7436E-02, 1.1942E-02, 3.0387E-07, 1.8494E-06, 2.1133E-02
7.6405E-04, 3.6521E-03, 4.7440E-08, 9.9571E-08, 3.7312E-03
6.7406E-05, 4.6281E-04, 8.2445E-10, 1.9614E-09, 4.6769E-04
5.0880E-05, 3.9298E-05, 4.2490E-12, 1.7548E-11, 6.4289E-05
1.2302E-05, 3.5580E-06, 3.2428E-14, 1.1401E-13, 1.2806E-05
3.9536E-06, 3.7950E-07, 1.3837E-15, 6.5470E-16, 3.9718E-06
7.8860E-07, 7.3947E-08, 1.0880E-16, 9.4346E-18, 7.9206E-07
2.1929E-07, 1.9040E-08, 9.5325E-17, 5.8645E-19, 2.2011E-07
4.2152E-08, 5.5059E-09, 6.5006E-17, 1.5655E-19, 4.2510E-08
1.5014E-08, 1.5420E-09, 6.4587E-17, 1.6032E-19, 1.5093E-08
3.1944E-09, 4.5113E-10, 7.6905E-17, 1.6043E-19, 3.2261E-09
1.1447E-09, 1.2617E-10, 7.0446E-17, 1.5731E-19, 1.1516E-09
